review_priority,input,expected_en,out_no_context,out_after_english,ok_no_context,ok_after_english,subcase,reason,suite_hint,in_ctx_whitelist,in_collision_table,len,suite_category,suite_severity,suite_notes,case_variants
P4_working_as_intended,inf,inf,ìn,inf,0,1,ctx_fixes,-,degrades_vn,1,0,3,collision_vn_syllable,medium,"degrades_vn,""restore se mat 1 trong 2 duong go """"ìn""""; van go duoc bang duong khac. ra syllable tieng Viet hop le """"ìn""""""",1
P4_working_as_intended,ins,ins,ín,ins,0,1,ctx_fixes,-,degrades_vn,1,0,3,collision_vn_syllable,medium,"degrades_vn,""restore se mat 1 trong 2 duong go """"ín""""; van go duoc bang duong khac. ra syllable tieng Viet hop le """"ín""""""",1
P4_working_as_intended,IRA,IRA,ỈA,IRA,0,1,ctx_fixes,-,degrades_vn,1,0,3,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"ỈA""""; van go duoc bang duong khac. bien the chu hoa cua """"ira""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,IST,IST,ÍT,IST,0,1,ctx_fixes,-,degrades_vn,1,0,3,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"ÍT""""; van go duoc bang duong khac. bien the chu hoa cua """"ist""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,ITS,ITS,ÍT,ITS,0,1,ctx_fixes,-,degrades_vn,1,0,3,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"ÍT""""; van go duoc bang duong khac. bien the chu hoa cua """"its""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,KEEPS,KEEPS,KẾP,KEEPS,0,1,ctx_fixes,-,degrades_vn,1,0,5,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 3 duong go """"KẾP""""; van go duoc bang duong khac. bien the chu hoa cua """"keeps""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,KENS,KENS,KÉN,KENS,0,1,ctx_fixes,-,degrades_vn,1,0,4,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"KÉN""""; van go duoc bang duong khac. bien the chu hoa cua """"kens""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,kits,kits,kits,kits,1,1,ok_both,-,degrades_vn,1,1,4,collision_vn_syllable,medium,"degrades_vn,""restore se mat 1 trong 2 duong go """"kít""""; van go duoc bang duong khac. ra syllable tieng Viet hop le """"kít""""""",1
P4_working_as_intended,LANGS,LANGS,LÁNG,LANGS,0,1,ctx_fixes,-,degrades_vn,1,0,5,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 3 duong go """"LÁNG""""; van go duoc bang duong khac. bien the chu hoa cua """"langs""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,LANS,LANS,LÁN,LANS,0,1,ctx_fixes,-,degrades_vn,1,0,4,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"LÁN""""; van go duoc bang duong khac. bien the chu hoa cua """"lans""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,LAOS,LAOS,LÁO,LAOS,0,1,ctx_fixes,-,degrades_vn,1,0,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"LÁO""""; van go duoc bang duong khac. bien the chu hoa cua """"laos""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,LAST,LAST,LAST,LAST,1,1,ok_both,-,degrades_vn,1,1,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"LÁT""""; van go duoc bang duong khac. bien the chu hoa cua """"last""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,LATS,LATS,LÁT,LATS,0,1,ctx_fixes,-,degrades_vn,1,0,4,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"LÁT""""; van go duoc bang duong khac. bien the chu hoa cua """"lats""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,LAYS,LAYS,LÁY,LAYS,0,1,ctx_fixes,-,degrades_vn,1,0,4,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"LÁY""""; van go duoc bang duong khac. bien the chu hoa cua """"lays""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,LEER,LEER,LỂ,LEER,0,1,ctx_fixes,-,degrades_vn,1,0,4,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"LỂ""""; van go duoc bang duong khac. bien the chu hoa cua """"leer""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,LEEST,LEEST,LẾT,LEEST,0,1,ctx_fixes,-,degrades_vn,1,0,5,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 3 duong go """"LẾT""""; van go duoc bang duong khac. bien the chu hoa cua """"leest""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,LENS,LENS,LÉN,LENS,0,1,ctx_fixes,-,degrades_vn,1,0,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"LÉN""""; van go duoc bang duong khac. bien the chu hoa cua """"lens""""; modifier key phai case-insensitive, output phai giu case goc""",6
P4_working_as_intended,LEOS,LEOS,LÉO,LEOS,0,1,ctx_fixes,-,degrades_vn,1,0,4,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"LÉO""""; van go duoc bang duong khac. bien the chu hoa cua """"leos""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,LETS,LETS,LÉT,LETS,0,1,ctx_fixes,-,degrades_vn,1,0,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"LÉT""""; van go duoc bang duong khac. bien the chu hoa cua """"lets""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,LIPS,LIPS,LÍP,LIPS,0,1,ctx_fixes,-,degrades_vn,1,0,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"LÍP""""; van go duoc bang duong khac. bien the chu hoa cua """"lips""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,LISA,LISA,LÍA,LISA,0,1,ctx_fixes,-,degrades_vn,1,0,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"LÍA""""; van go duoc bang duong khac. bien the chu hoa cua """"lisa""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,LIST,LIST,LIST,LIST,1,1,ok_both,-,degrades_vn,1,1,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"LÍT""""; van go duoc bang duong khac. bien the chu hoa cua """"list""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,LOANS,LOANS,LOANS,LOANS,1,1,ok_both,-,degrades_vn,1,1,5,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 3 duong go """"LOÁN""""; van go duoc bang duong khac. bien the chu hoa cua """"loans""""; modifier key phai case-insensitive, output phai giu case goc""",6
P4_working_as_intended,LOES,LOES,LÓE,LOES,0,1,ctx_fixes,-,degrades_vn,1,0,4,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"LOÉ""""; van go duoc bang duong khac. bien the chu hoa cua """"loes""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,LOEST,LOEST,LOÉT,LOEST,0,1,ctx_fixes,-,degrades_vn,1,0,5,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 3 duong go """"LOÉT""""; van go duoc bang duong khac. bien the chu hoa cua """"loest""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,LONGS,LONGS,LÓNG,LONGS,0,1,ctx_fixes,-,degrades_vn,1,0,5,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 3 duong go """"LÓNG""""; van go duoc bang duong khac. bien the chu hoa cua """"longs""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,LOOPS,LOOPS,LỐP,LOOPS,0,1,ctx_fixes,-,degrades_vn,1,0,5,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 3 duong go """"LỐP""""; van go duoc bang duong khac. bien the chu hoa cua """"loops""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,LOSE,LOSE,LOSE,LOSE,1,1,ok_both,-,degrades_vn,1,1,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"LOÉ""""; van go duoc bang duong khac. bien the chu hoa cua """"lose""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,LOST,LOST,LÓT,LOST,0,1,ctx_fixes,-,degrades_vn,1,0,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"LÓT""""; van go duoc bang duong khac. bien the chu hoa cua """"lost""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,LOTS,LOTS,LÓT,LOTS,0,1,ctx_fixes,-,degrades_vn,1,0,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"LÓT""""; van go duoc bang duong khac. bien the chu hoa cua """"lots""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,luis,luis,lúi,luis,0,1,ctx_fixes,-,degrades_vn,1,0,4,collision_vn_syllable,medium,"degrades_vn,""restore se mat 1 trong 2 duong go """"lúi""""; van go duoc bang duong khac. ra syllable tieng Viet hop le """"lúi""""""",1
P4_working_as_intended,MAIS,MAIS,MÁI,MAIS,0,1,ctx_fixes,-,degrades_vn,1,0,4,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"MÁI""""; van go duoc bang duong khac. bien the chu hoa cua """"mais""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,MANS,MANS,MÁN,MANS,0,1,ctx_fixes,-,degrades_vn,1,0,4,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"MÁN""""; van go duoc bang duong khac. bien the chu hoa cua """"mans""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,MARY,MARY,MARY,MARY,1,1,ok_both,-,degrades_vn,1,1,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"MẢY""""; van go duoc bang duong khac. bien the chu hoa cua """"mary""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,MATS,MATS,MÁT,MATS,0,1,ctx_fixes,-,degrades_vn,1,0,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"MÁT""""; van go duoc bang duong khac. bien the chu hoa cua """"mats""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,MAYS,MAYS,MÁY,MAYS,0,1,ctx_fixes,-,degrades_vn,1,0,4,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"MÁY""""; van go duoc bang duong khac. bien the chu hoa cua """"mays""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,MEEST,MEEST,MẾT,MEEST,0,1,ctx_fixes,-,degrades_vn,1,0,5,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 3 duong go """"MẾT""""; van go duoc bang duong khac. bien the chu hoa cua """"meest""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,MEETS,MEETS,MEETS,MEETS,1,1,ok_both,-,degrades_vn,1,1,5,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 3 duong go """"MẾT""""; van go duoc bang duong khac. bien the chu hoa cua """"meets""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,MENS,MENS,MENS,MENS,1,1,ok_both,-,degrades_vn,1,1,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"MÉN""""; van go duoc bang duong khac. bien the chu hoa cua """"mens""""; modifier key phai case-insensitive, output phai giu case goc""",6
P4_working_as_intended,mere,mere,mể,mere,0,1,ctx_fixes,-,degrades_vn,1,0,4,collision_vn_syllable,medium,"degrades_vn,""restore se mat 1 trong 2 duong go """"mể""""; van go duoc bang duong khac. ra syllable tieng Viet hop le """"mể""""""",1
P4_working_as_intended,MIAS,MIAS,MÍA,MIAS,0,1,ctx_fixes,-,degrades_vn,1,0,4,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"MÍA""""; van go duoc bang duong khac. bien the chu hoa cua """"mias""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,MOMS,MOMS,MÓM,MOMS,0,1,ctx_fixes,-,degrades_vn,1,0,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"MÓM""""; van go duoc bang duong khac. bien the chu hoa cua """"moms""""; modifier key phai case-insensitive, output phai giu case goc""",6
P4_working_as_intended,MOST,MOST,MOST,MOST,1,1,ok_both,-,degrades_vn,1,1,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"MÓT""""; van go duoc bang duong khac. bien the chu hoa cua """"most""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,MUST,MUST,MUST,MUST,1,1,ok_both,-,degrades_vn,1,1,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"MÚT""""; van go duoc bang duong khac. bien the chu hoa cua """"must""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,NAMS,NAMS,NÁM,NAMS,0,1,ctx_fixes,-,degrades_vn,1,0,4,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"NÁM""""; van go duoc bang duong khac. bien the chu hoa cua """"nams""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,NEER,NEER,NỂ,NEER,0,1,ctx_fixes,-,degrades_vn,1,0,4,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"NỂ""""; van go duoc bang duong khac. bien the chu hoa cua """"neer""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,NEEST,NEEST,NẾT,NEEST,0,1,ctx_fixes,-,degrades_vn,1,0,5,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 3 duong go """"NẾT""""; van go duoc bang duong khac. bien the chu hoa cua """"neest""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,NEOS,NEOS,NÉO,NEOS,0,1,ctx_fixes,-,degrades_vn,1,0,4,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"NÉO""""; van go duoc bang duong khac. bien the chu hoa cua """"neos""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,NEST,NEST,NÉT,NEST,0,1,ctx_fixes,-,degrades_vn,1,0,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"NÉT""""; van go duoc bang duong khac. bien the chu hoa cua """"nest""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,NONS,NONS,NÓN,NONS,0,1,ctx_fixes,-,degrades_vn,1,0,4,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"NÓN""""; van go duoc bang duong khac. bien the chu hoa cua """"nons""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,norm,norm,nỏm,norm,0,1,ctx_fixes,-,degrades_vn,1,0,4,collision_vn_syllable,medium,"degrades_vn,""restore se mat 1 trong 2 duong go """"nỏm""""; van go duoc bang duong khac. ra syllable tieng Viet hop le """"nỏm""""""",1
P4_working_as_intended,NUTS,NUTS,NÚT,NUTS,0,1,ctx_fixes,-,degrades_vn,1,0,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"NÚT""""; van go duoc bang duong khac. bien the chu hoa cua """"nuts""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,OER,OER,ỎE,OER,0,1,ctx_fixes,-,degrades_vn,1,0,3,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"OẺ""""; van go duoc bang duong khac. bien the chu hoa cua """"oer""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,OES,OES,ÓE,OES,0,1,ctx_fixes,-,degrades_vn,1,0,3,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"OÉ""""; van go duoc bang duong khac. bien the chu hoa cua """"oes""""; modifier key phai case-insensitive, output phai giu case goc""",6
P4_working_as_intended,OOPS,OOPS,ỐP,OOPS,0,1,ctx_fixes,-,degrades_vn,1,0,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 3 duong go """"ỐP""""; van go duoc bang duong khac. bien the chu hoa cua """"oops""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,OWNS,OWNS,ỚN,OWNS,0,1,ctx_fixes,-,degrades_vn,1,0,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 3 duong go """"ỚN""""; van go duoc bang duong khac. bien the chu hoa cua """"owns""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,past,past,past,past,1,1,ok_both,-,degrades_vn,1,1,4,collision_vn_syllable,medium,"degrades_vn,""restore se mat 1 trong 2 duong go """"pát""""; van go duoc bang duong khac. ra syllable tieng Viet hop le """"pát""""""",1
P4_working_as_intended,pest,pest,pét,pest,0,1,ctx_fixes,-,degrades_vn,1,0,4,collision_vn_syllable,medium,"degrades_vn,""restore se mat 1 trong 2 duong go """"pét""""; van go duoc bang duong khac. ra syllable tieng Viet hop le """"pét""""""",1
P4_working_as_intended,pets,pets,pets,pets,1,1,ok_both,-,degrades_vn,1,1,4,collision_vn_syllable,medium,"degrades_vn,""restore se mat 1 trong 2 duong go """"pét""""; van go duoc bang duong khac. ra syllable tieng Viet hop le """"pét""""""",1
P4_working_as_intended,pics,pics,pics,pics,1,1,ok_both,-,degrades_vn,1,0,4,collision_vn_syllable,medium,"degrades_vn,""restore se mat 1 trong 2 duong go """"píc""""; van go duoc bang duong khac. ra syllable tieng Viet hop le """"píc""""""",1
P4_working_as_intended,QUEENS,QUEENS,QUẾN,QUEENS,0,1,ctx_fixes,-,degrades_vn,1,0,6,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 4 duong go """"QUẾN""""; van go duoc bang duong khac. bien the chu hoa cua """"queens""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,QUEEST,QUEEST,QUẾT,QUEEST,0,1,ctx_fixes,-,degrades_vn,1,0,6,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 4 duong go """"QUẾT""""; van go duoc bang duong khac. bien the chu hoa cua """"queest""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,QUEST,QUEST,QUÉT,QUEST,0,1,ctx_fixes,-,degrades_vn,1,0,5,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 3 duong go """"QUÉT""""; van go duoc bang duong khac. bien the chu hoa cua """"quest""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,TANS,TANS,TÁN,TANS,0,1,ctx_fixes,-,degrades_vn,1,0,4,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"TÁN""""; van go duoc bang duong khac. bien the chu hoa cua """"tans""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,TAXI,TAXI,TÃI,TAXI,0,1,ctx_fixes,-,degrades_vn,1,0,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"TÃI""""; van go duoc bang duong khac. bien the chu hoa cua """"taxi""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,TEEST,TEEST,TẾT,TEEST,0,1,ctx_fixes,-,degrades_vn,1,0,5,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 3 duong go """"TẾT""""; van go duoc bang duong khac. bien the chu hoa cua """"teest""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,term,term,term,term,1,1,ok_both,-,degrades_vn,1,1,4,collision_vn_syllable,medium,"degrades_vn,""restore se mat 1 trong 2 duong go """"tẻm""""; van go duoc bang duong khac. ra syllable tieng Viet hop le """"tẻm""""""",1
P4_working_as_intended,TEST,TEST,TEST,TEST,1,1,ok_both,-,degrades_vn,1,1,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"TÉT""""; van go duoc bang duong khac. bien the chu hoa cua """"test""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,THAIS,THAIS,THÁI,THAIS,0,1,ctx_fixes,-,degrades_vn,1,0,5,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"THÁI""""; van go duoc bang duong khac. bien the chu hoa cua """"thais""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,thats,thats,thát,thats,0,1,ctx_fixes,-,degrades_vn,1,0,5,collision_vn_syllable,medium,"degrades_vn,""restore se mat 1 trong 2 duong go """"thát""""; van go duoc bang duong khac. ra syllable tieng Viet hop le """"thát""""""",1
P4_working_as_intended,THEER,THEER,THỂ,THEER,0,1,ctx_fixes,-,degrades_vn,1,0,5,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"THỂ""""; van go duoc bang duong khac. bien the chu hoa cua """"theer""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,THEEST,THEEST,THẾT,THEEST,0,1,ctx_fixes,-,degrades_vn,1,0,6,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 3 duong go """"THẾT""""; van go duoc bang duong khac. bien the chu hoa cua """"theest""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,THERE,THERE,THERE,THERE,1,1,ok_both,-,degrades_vn,1,1,5,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"THỂ""""; van go duoc bang duong khac. bien the chu hoa cua """"there""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,THESE,THESE,THESE,THESE,1,1,ok_both,-,degrades_vn,1,1,5,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"THẾ""""; van go duoc bang duong khac. bien the chu hoa cua """"these""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,TIMS,TIMS,TÍM,TIMS,0,1,ctx_fixes,-,degrades_vn,1,0,4,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"TÍM""""; van go duoc bang duong khac. bien the chu hoa cua """"tims""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,TINS,TINS,TÍN,TINS,0,1,ctx_fixes,-,degrades_vn,1,0,4,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"TÍN""""; van go duoc bang duong khac. bien the chu hoa cua """"tins""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,TIPS,TIPS,TÍP,TIPS,0,1,ctx_fixes,-,degrades_vn,1,0,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"TÍP""""; van go duoc bang duong khac. bien the chu hoa cua """"tips""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,TITS,TITS,TÍT,TITS,0,1,ctx_fixes,-,degrades_vn,1,0,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"TÍT""""; van go duoc bang duong khac. bien the chu hoa cua """"tits""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,TOER,TOER,TỎE,TOER,0,1,ctx_fixes,-,degrades_vn,1,0,4,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"TOẺ""""; van go duoc bang duong khac. bien the chu hoa cua """"toer""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,TOES,TOES,TÓE,TOES,0,1,ctx_fixes,-,degrades_vn,1,0,4,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"TOÉ""""; van go duoc bang duong khac. bien the chu hoa cua """"toes""""; modifier key phai case-insensitive, output phai giu case goc""",6
P4_working_as_intended,TOEST,TOEST,TOÉT,TOEST,0,1,ctx_fixes,-,degrades_vn,1,0,5,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 3 duong go """"TOÉT""""; van go duoc bang duong khac. bien the chu hoa cua """"toest""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,TOMS,TOMS,TÓM,TOMS,0,1,ctx_fixes,-,degrades_vn,1,0,4,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"TÓM""""; van go duoc bang duong khac. bien the chu hoa cua """"toms""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,TOPS,TOPS,TÓP,TOPS,0,1,ctx_fixes,-,degrades_vn,1,0,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"TÓP""""; van go duoc bang duong khac. bien the chu hoa cua """"tops""""; modifier key phai case-insensitive, output phai giu case goc""",6
P4_working_as_intended,TOWNS,TOWNS,TỚN,TOWNS,0,1,ctx_fixes,-,degrades_vn,1,0,5,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 3 duong go """"TỚN""""; van go duoc bang duong khac. bien the chu hoa cua """"towns""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,turn,turn,turn,turn,1,1,ok_both,-,degrades_vn,1,1,4,collision_vn_syllable,medium,"degrades_vn,""restore se mat 1 trong 2 duong go """"tủn""""; van go duoc bang duong khac. ra syllable tieng Viet hop le """"tủn""""""",1
P4_working_as_intended,UMS,UMS,ÚM,UMS,0,1,ctx_fixes,-,degrades_vn,1,0,3,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"ÚM""""; van go duoc bang duong khac. bien the chu hoa cua """"ums""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,UPS,UPS,ÚP,UPS,0,1,ctx_fixes,-,degrades_vn,1,0,3,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"ÚP""""; van go duoc bang duong khac. bien the chu hoa cua """"ups""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,URI,URI,ỦI,URI,0,1,ctx_fixes,-,degrades_vn,1,0,3,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"ỦI""""; van go duoc bang duong khac. bien the chu hoa cua """"uri""""; modifier key phai case-insensitive, output phai giu case goc""",6
P4_working_as_intended,urw,urw,ử,urw,0,1,ctx_fixes,-,degrades_vn,1,0,3,collision_vn_syllable,medium,"degrades_vn,""restore se mat 1 trong 2 duong go """"ử""""; van go duoc bang duong khac. ra syllable tieng Viet hop le """"ử""""""",1
P4_working_as_intended,USA,USA,USA,USA,1,1,ok_both,-,degrades_vn,1,1,3,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"ÚA""""; van go duoc bang duong khac. bien the chu hoa cua """"usa""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,USC,USC,ÚC,USC,0,1,ctx_fixes,-,degrades_vn,1,0,3,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"ÚC""""; van go duoc bang duong khac. bien the chu hoa cua """"usc""""; modifier key phai case-insensitive, output phai giu case goc""",3
